month,borough,communitydistrict,refusetonscollected,papertonscollected,mgptonscollected,refuse_lag1,paper_lag1,mgp_lag1,refuse_lag12,population_2010,recycling_ratio,high_recycling
2022-12,Brooklyn,5,4965.4,280.3,478.0,5036.6,255.1,427.9,4529.637037037037,182896,0.13248423222740535,0
2023-01,Brooklyn,5,4682.4,266.8,437.1,4965.4,280.3,478.0,4368.7,182896,0.13068340047899304,0
2023-02,Brooklyn,5,4057.6,188.3,370.3,4682.4,266.8,437.1,4599.8,182896,0.12100862181014688,0
2023-03,Brooklyn,5,4829.9,227.0,441.6,4057.6,188.3,370.3,5061.9,182896,0.12159679912703465,0
2023-04,Brooklyn,5,4620.8,191.9,394.1,4829.9,227.0,441.6,4852.8,182896,0.11254513328723977,0
2023-05,Brooklyn,5,5315.7,235.8,461.4,4620.8,191.9,394.1,5153.2,182896,0.11595070598213841,0
2023-06,Brooklyn,5,5153.9,240.0,445.2,5315.7,235.8,461.4,5382.9,182896,0.11734685139833195,0
2023-07,Brooklyn,5,5187.4,226.2,435.7,5153.9,240.0,445.2,4898.5,182896,0.11315883951925873,0
2023-08,Brooklyn,5,5279.1,233.9,474.5,5187.4,226.2,435.7,4973.7,182896,0.11831315240083506,0
2023-09,Brooklyn,5,4978.0,242.2,421.3,5279.1,233.9,474.5,4866.0,182896,0.11761056456616148,0
2023-10,Brooklyn,5,4942.3,258.7,422.0,4978.0,242.2,421.3,4900.7,182896,0.12105637560021341,0
2023-11,Brooklyn,5,4840.1,269.6,434.8,4942.3,258.7,422.0,5036.6,182896,0.12704481919018848,0
2023-12,Brooklyn,5,4729.1,303.5,440.2,4840.1,269.6,434.8,4965.4,182896,0.13589022072796375,0
2024-01,Brooklyn,5,4757.8,271.0,462.8,4729.1,303.5,440.2,4682.4,182896,0.13362225945079756,0
2024-02,Brooklyn,5,4135.7,210.6,363.6,4757.8,271.0,462.8,4057.6,182896,0.12191341642073082,0
2024-03,Brooklyn,5,4644.6,235.0,406.9,4135.7,210.6,363.6,4829.9,182896,0.12142249125130047,0
2024-04,Brooklyn,5,4898.0,238.5,424.9,4644.6,235.0,406.9,4620.8,182896,0.11928651059085842,0
2024-05,Brooklyn,5,5350.1,270.0,458.9,4898.0,238.5,424.9,5315.7,182896,0.11990458957065306,0
2024-06,Brooklyn,5,5070.8,258.2,418.0,5350.1,270.0,458.9,5153.9,182896,0.11766138855054813,0
2024-07,Brooklyn,5,5495.6,265.1,481.2,5070.8,258.2,418.0,5187.4,182896,0.11956295358784984,0
2024-08,Brooklyn,5,5254.4,219.8,453.1,5495.6,265.1,481.2,5279.1,182896,0.11352555126280096,0
2024-09,Brooklyn,5,4668.1,181.1,404.8,5254.4,219.8,453.1,4978.0,182896,0.11151503616292348,0
2024-10,Brooklyn,5,5015.0,230.5,428.5,4668.1,181.1,404.8,4942.3,182896,0.11614381388790976,0
2024-11,Brooklyn,5,4617.5,220.4,381.8,5015.0,230.5,428.5,4840.1,182896,0.1153706151694542,0
2024-12,Brooklyn,5,4980.6,313.7,457.3,4617.5,220.4,381.8,4729.1,182896,0.13404965574796576,0
2025-01,Brooklyn,5,4488.3,250.8,457.1,4980.6,313.7,457.3,4757.8,182896,0.13623417112505293,0
2025-02,Brooklyn,5,4012.8,216.7,371.4,4488.3,250.8,457.1,4135.7,182896,0.12782281727488098,0
2025-03,Brooklyn,5,4700.8,233.6,404.3,4012.8,216.7,371.4,4644.6,182896,0.11948601719519733,0
2025-04,Brooklyn,5,4679.9,253.5,447.4,4700.8,233.6,404.3,4898.0,182896,0.13025944097531966,0
2025-05,Brooklyn,5,4978.6,243.4,466.5,4679.9,253.5,447.4,5350.1,182896,0.12479564032697547,0
2025-06,Brooklyn,5,4806.8,237.6,454.4,4978.6,243.4,466.5,5070.8,182896,0.12584563904851967,0
2025-07,Brooklyn,5,5202.8,282.1,526.8,4806.8,237.6,454.4,5495.6,182896,0.13455428580933845,0
2025-08,Brooklyn,5,4793.9,227.8,444.6,5202.8,282.1,526.8,5254.4,182896,0.1230082505533908,0
2025-09,Brooklyn,5,4820.0,232.0,466.4,4793.9,227.8,444.6,4668.1,182896,0.12655842273122644,0
2025-10,Brooklyn,5,4884.2,252.2,482.5,4820.0,232.0,466.4,5015.0,182896,0.13075513000765276,0
2022-01,Brooklyn,6,2052.2,526.9,403.7,2052.2,526.9,403.7,4277.275,104709,0.3119887354163873,1
2022-02,Brooklyn,6,2115.1,538.5,410.8,2052.2,526.9,403.7,3925.290277777778,104709,0.30978331810468607,1
2022-03,Brooklyn,6,2224.5,549.2,408.5,2115.1,538.5,410.8,4479.218055555556,104709,0.3009553139337566,1
2022-04,Brooklyn,6,2184.9,542.8,405.1,2224.5,549.2,408.5,4554.901388888889,104709,0.3025727783452502,1
2022-05,Brooklyn,6,2361.0,525.6,392.1,2184.9,542.8,405.1,4675.734722222222,104709,0.27989752035867876,1
2022-06,Brooklyn,6,2401.9,566.1,419.1,2361.0,525.6,392.1,4617.523611111112,104709,0.29086829441114814,1
2022-07,Brooklyn,6,2032.8,461.5,370.0,2401.9,566.1,419.1,4394.936111111111,104709,0.29029780400097754,1
2022-08,Brooklyn,6,2127.0,455.6,365.5,2032.8,461.5,370.0,4369.022222222222,104709,0.2785183677622876,1
2022-09,Brooklyn,6,2231.7,574.0,400.4,2127.0,455.6,365.5,4536.543055555555,104709,0.3039206512585384,1
2022-10,Brooklyn,6,2232.3,547.3,387.6,2231.7,574.0,400.4,4600.104166666667,104709,0.29518186410709774,1
2022-11,Brooklyn,6,2253.5,507.1,368.5,2232.3,547.3,387.6,4498.003703703704,104709,0.27982486977086063,1
2022-12,Brooklyn,6,2230.8,648.3,436.6,2253.5,507.1,368.5,4529.637037037037,104709,0.327200892722502,1
2023-01,Brooklyn,6,2196.4,547.1,410.9,2230.8,648.3,436.6,2052.2,104709,0.30370276439259447,1
2023-02,Brooklyn,6,1836.4,417.9,345.4,2196.4,547.1,410.9,2115.1,104709,0.2936108012462976,1
2023-03,Brooklyn,6,2090.0,503.3,396.7,1836.4,417.9,345.4,2224.5,104709,0.3010033444816054,1
2023-04,Brooklyn,6,2000.7,443.9,358.5,2090.0,503.3,396.7,2184.9,104709,0.28625450394206414,1
2023-05,Brooklyn,6,2271.4,490.2,390.0,2000.7,443.9,358.5,2361.0,104709,0.2792867115116131,1
2023-06,Brooklyn,6,2270.1,527.6,400.2,2271.4,490.2,390.0,2401.9,104709,0.2901278964320335,1
2023-07,Brooklyn,6,2043.7,437.3,339.0,2270.1,527.6,400.2,2032.8,104709,0.2752836879432624,1
2023-08,Brooklyn,6,2071.9,450.3,338.5,2043.7,437.3,339.0,2127.0,104709,0.2757367077987905,1
2023-09,Brooklyn,6,2189.2,560.7,372.2,2071.9,450.3,338.5,2231.7,104709,0.298805291310336,1
2023-10,Brooklyn,6,2394.7,528.3,370.1,2189.2,560.7,372.2,2232.3,104709,0.27281285111293313,1
2023-11,Brooklyn,6,2259.8,512.3,389.0,2394.7,528.3,370.1,2253.5,104709,0.28512226756508807,1
2023-12,Brooklyn,6,2232.4,610.3,392.3,2259.8,512.3,389.0,2230.8,104709,0.30992272024729517,1
2024-01,Brooklyn,6,2218.2,537.2,388.1,2232.4,610.3,392.3,2196.4,104709,0.29435342770796885,1
2024-02,Brooklyn,6,1932.0,441.3,339.1,2218.2,537.2,388.1,1836.4,104709,0.2877156761539596,1
2024-03,Brooklyn,6,2117.0,498.3,353.7,1932.0,441.3,339.1,2090.0,104709,0.28696530818457394,1
2024-04,Brooklyn,6,2211.0,480.2,355.7,2117.0,498.3,353.7,2000.7,104709,0.274344415635564,1
2024-05,Brooklyn,6,2360.8,527.1,388.8,2211.0,480.2,355.7,2271.4,104709,0.2795190282906583,1
2024-06,Brooklyn,6,2237.2,512.9,355.5,2360.8,527.1,388.8,2270.1,104709,0.27962390520350333,1
2024-07,Brooklyn,6,2193.8,451.4,343.1,2237.2,512.9,355.5,2043.7,104709,0.26587022721948933,1
2024-08,Brooklyn,6,2154.2,480.9,338.8,2193.8,451.4,343.1,2071.9,104709,0.27563132586838834,1
2024-09,Brooklyn,6,2136.7,490.2,337.4,2154.2,480.9,338.8,2189.2,104709,0.2791890159565496,1
2024-10,Brooklyn,6,2249.5,514.3,361.8,2136.7,490.2,337.4,2394.7,104709,0.28029818274891216,1
2024-11,Brooklyn,6,2197.9,498.9,354.3,2249.5,514.3,361.8,2259.8,104709,0.27963685228278323,1
2024-12,Brooklyn,6,2244.8,602.6,380.8,2197.9,498.9,354.3,2232.4,104709,0.3046279660491915,1
2025-01,Brooklyn,6,2185.7,540.8,389.6,2244.8,602.6,380.8,2218.2,104709,0.2985783511440583,1
2025-02,Brooklyn,6,1838.9,439.5,323.5,2185.7,540.8,389.6,1932.0,104709,0.2932472423997848,1
2025-03,Brooklyn,6,2120.9,484.3,351.9,1838.9,439.5,323.5,2117.0,104709,0.282777045077948,1
2025-04,Brooklyn,6,2098.5,480.8,354.7,2120.9,484.3,351.9,2211.0,104709,0.2847648261758691,1
2025-05,Brooklyn,6,2322.0,548.7,396.6,2098.5,480.8,354.7,2360.8,104709,0.28932145808465703,1
2025-06,Brooklyn,6,2282.3,513.3,353.1,2322.0,548.7,396.6,2237.2,104709,0.27516117762886266,1
2025-07,Brooklyn,6,2258.9,468.4,340.7,2282.3,513.3,353.1,2193.8,104709,0.26372229465449804,1
2025-08,Brooklyn,6,2090.8,453.8,330.2,2258.9,468.4,340.7,2154.2,104709,0.27271462362599136,1
2025-09,Brooklyn,6,2308.3,528.9,345.6,2090.8,453.8,330.2,2136.7,104709,0.27475807465125046,1
2025-10,Brooklyn,6,2214.3,549.8,376.8,2308.3,528.9,345.6,2249.5,104709,0.2950109841128339,1
2022-01,Brooklyn,7,2966.2,376.1,367.8,2966.2,376.1,367.8,4277.275,126230,0.2005067248861217,1
2022-02,Brooklyn,7,3201.1,378.8,360.0,2966.2,376.1,367.8,3925.290277777778,126230,0.187517449681464,0
2022-03,Brooklyn,7,3402.6,387.2,378.5,3201.1,378.8,360.0,4479.218055555556,126230,0.1836959911714608,0
2022-04,Brooklyn,7,3309.8,378.3,362.4,3402.6,387.2,378.5,4554.901388888889,126230,0.1828663128008888,0
2022-05,Brooklyn,7,3507.7,373.8,358.2,3309.8,378.3,362.4,4675.734722222222,126230,0.17265372549944571,0
2022-06,Brooklyn,7,3644.7,398.6,393.7,3507.7,373.8,358.2,4617.523611111112,126230,0.17856659905341446,0
2022-07,Brooklyn,7,3370.4,352.8,359.0,3644.7,398.6,393.7,4394.936111111111,126230,0.17436676301994022,0
2022-08,Brooklyn,7,3429.4,377.5,370.0,3370.4,352.8,359.0,4369.022222222222,126230,0.17896047307812016,0
2022-09,Brooklyn,7,3384.1,429.5,374.0,3429.4,377.5,370.0,4536.543055555555,126230,0.19187601490113668,0
2022-10,Brooklyn,7,3376.8,421.9,367.5,3384.1,429.5,374.0,4600.104166666667,126230,0.18947722144880227,0
2022-11,Brooklyn,7,3429.1,395.9,356.3,3376.8,421.9,367.5,4498.003703703704,126230,0.17989620452969174,0
2022-12,Brooklyn,7,3348.5,460.5,399.2,3429.1,395.9,356.3,4529.637037037037,126230,0.20429162112066918,1
2023-01,Brooklyn,7,3293.2,436.8,403.0,3348.5,460.5,399.2,2966.2,126230,0.2031938059520929,1
2023-02,Brooklyn,7,2796.5,332.4,312.4,3293.2,436.8,403.0,3201.1,126230,0.18737105163746257,0
2023-03,Brooklyn,7,3189.9,410.8,365.0,2796.5,332.4,312.4,3402.6,126230,0.19562750586277328,0
2023-04,Brooklyn,7,3111.6,346.8,333.3,3189.9,410.8,365.0,3309.8,126230,0.17936545612785823,0
2023-05,Brooklyn,7,3475.1,390.4,371.7,3111.6,346.8,333.3,3507.7,126230,0.17985934107429433,0
2023-06,Brooklyn,7,3450.8,398.2,374.8,3475.1,390.4,371.7,3644.7,126230,0.1830105592120839,0
2023-07,Brooklyn,7,3594.4,381.4,379.4,3450.8,398.2,374.8,3370.4,126230,0.17468772961058046,0
2023-08,Brooklyn,7,3513.0,368.7,359.5,3594.4,381.4,379.4,3429.4,126230,0.1716966896161464,0
2023-09,Brooklyn,7,3367.9,378.1,362.1,3513.0,368.7,359.5,3384.1,126230,0.18018061877753705,0
2023-10,Brooklyn,7,3528.3,386.4,365.4,3367.9,378.1,362.1,3376.8,126230,0.17565010163313938,0
2023-11,Brooklyn,7,3397.1,356.6,354.5,3528.3,386.4,365.4,3429.1,126230,0.17309283871281828,0
2023-12,Brooklyn,7,3384.3,415.4,369.8,3397.1,356.6,354.5,3348.5,126230,0.1883199424391414,0
2024-01,Brooklyn,7,3287.1,410.0,388.4,3384.3,415.4,369.8,3293.2,126230,0.19542283686207318,0
2024-02,Brooklyn,7,2947.7,320.9,320.2,3287.1,410.0,388.4,2796.5,126230,0.17863909942041906,0
2024-03,Brooklyn,7,3179.0,352.1,333.4,2947.7,320.9,320.2,3189.9,126230,0.17738387889765816,0
2024-04,Brooklyn,7,3306.9,356.1,353.2,3179.0,352.1,333.4,3111.6,126230,0.17660973059110602,0
2024-05,Brooklyn,7,3663.6,381.0,359.5,3306.9,356.1,353.2,3475.1,126230,0.16813877977339295,0
2024-06,Brooklyn,7,3487.2,361.8,349.2,3663.6,381.0,359.5,3450.8,126230,0.16935829641274833,0
2024-07,Brooklyn,7,3700.5,400.4,361.5,3487.2,361.8,349.2,3594.4,126230,0.17073771961276443,0
2024-08,Brooklyn,7,3493.5,374.0,349.1,3700.5,400.4,361.5,3513.0,126230,0.17148887729450268,0
2024-09,Brooklyn,7,3267.5,399.4,335.4,3493.5,374.0,349.1,3367.9,126230,0.18359443320090946,0
2024-10,Brooklyn,7,3485.3,396.0,358.9,3267.5,399.4,335.4,3528.3,126230,0.1780340549974058,0
2024-11,Brooklyn,7,3347.6,378.9,331.4,3485.3,396.0,358.9,3397.1,126230,0.1750412775080707,0
2024-12,Brooklyn,7,3363.6,457.9,376.6,3347.6,378.9,331.4,3384.3,126230,0.19878040065744026,0
2025-01,Brooklyn,7,3264.0,422.6,368.0,3363.6,457.9,376.6,3287.1,126230,0.194988408227692,0
2025-02,Brooklyn,7,2807.9,354.4,305.9,3264.0,422.6,368.0,2947.7,126230,0.19038694423620323,0
2025-03,Brooklyn,7,3237.6,403.8,331.4,2807.9,354.4,305.9,3179.0,126230,0.1850583971002819,0
2025-04,Brooklyn,7,3156.1,420.5,343.1,3237.6,403.8,331.4,3306.9,126230,0.1948108273592367,0
2025-05,Brooklyn,7,3355.0,436.8,371.2,3156.1,420.5,343.1,3663.6,126230,0.19409079990391545,0
2025-06,Brooklyn,7,3298.6,410.6,342.8,3355.0,436.8,371.2,3487.2,126230,0.1859328726554788,0
2025-07,Brooklyn,7,3456.5,414.3,363.9,3298.6,410.6,342.8,3700.5,126230,0.183767445155501,0
2025-08,Brooklyn,7,3182.2,371.0,335.5,3456.5,414.3,363.9,3493.5,126230,0.181680253040862,0
2025-09,Brooklyn,7,3248.2,390.2,341.9,3182.2,371.0,335.5,3267.5,126230,0.18393085948295354,0
2025-10,Brooklyn,7,3286.4,390.0,348.2,3248.2,390.2,341.9,3485.3,126230,0.18342195497689212,0
2022-01,Brooklyn,8,5409.3,331.9,294.8,5409.3,331.9,294.8,4277.275,96317,0.10382703777335985,0
2022-02,Brooklyn,8,5452.1,317.7,272.0,5409.3,331.9,294.8,3925.290277777778,96317,0.09760336323612169,0
2022-03,Brooklyn,8,5998.2,344.2,307.1,5452.1,317.7,272.0,4479.218055555556,96317,0.09794721407624633,0
2022-04,Brooklyn,8,5826.7,319.4,281.4,5998.2,344.2,307.1,4554.901388888889,96317,0.0934733566705562,0
2022-05,Brooklyn,8,5888.1,349.1,308.5,5826.7,319.4,281.4,4675.734722222222,96317,0.10046289930794261,0
2022-06,Brooklyn,8,6021.0,345.2,313.3,5888.1,349.1,308.5,4617.523611111112,96317,0.09858522344486863,0
2022-07,Brooklyn,8,5694.7,292.9,270.7,6021.0,345.2,313.3,4394.936111111111,96317,0.09005640509403512,0
2022-08,Brooklyn,8,5940.4,328.8,316.7,5694.7,292.9,270.7,4369.022222222222,96317,0.09801242047404303,0
2022-09,Brooklyn,8,5875.3,355.0,284.3,5940.4,328.8,316.7,4536.543055555555,96317,0.09813342338746814,0
2022-10,Brooklyn,8,5888.7,335.3,270.1,5875.3,355.0,284.3,4600.104166666667,96317,0.09322307941054188,0
2022-11,Brooklyn,8,5977.9,352.6,274.6,5888.7,335.3,270.1,4498.003703703704,96317,0.09495692722290353,0
2022-12,Brooklyn,8,6083.8,373.9,285.1,5977.9,352.6,274.6,4529.637037037037,96317,0.09773387910067034,0
2023-01,Brooklyn,8,5886.0,382.0,310.5,6083.8,373.9,285.1,5409.3,96317,0.10526715816675535,0
2023-02,Brooklyn,8,4982.1,269.1,245.4,5886.0,382.0,310.5,5452.1,96317,0.09360331841502019,0
2023-03,Brooklyn,8,5813.3,304.3,274.0,4982.1,269.1,245.4,5998.2,96317,0.09047812754239938,0
2023-04,Brooklyn,8,5491.4,263.0,245.4,5813.3,304.3,274.0,5826.7,96317,0.08473615787192908,0
2023-05,Brooklyn,8,5886.5,325.1,293.2,5491.4,263.0,245.4,5888.1,96317,0.09505288402410526,0
2023-06,Brooklyn,8,5694.2,309.9,275.6,5886.5,325.1,293.2,6021.0,96317,0.09323693807028999,0
2023-07,Brooklyn,8,5832.6,295.1,254.8,5694.2,309.9,275.6,5694.7,96317,0.08615746180963574,0
2023-08,Brooklyn,8,5918.5,306.1,285.7,5832.6,295.1,254.8,5940.4,96317,0.09090210896579266,0
2023-09,Brooklyn,8,5901.3,311.1,258.3,5918.5,306.1,285.7,5875.3,96317,0.08799666187584033,0
2023-10,Brooklyn,8,5979.4,349.2,282.9,5901.3,311.1,258.3,5888.7,96317,0.09560614081524615,0
2023-11,Brooklyn,8,5827.2,328.5,252.1,5979.4,349.2,282.9,5977.9,96317,0.09060832110864883,0
2023-12,Brooklyn,8,5690.3,347.3,254.1,5827.2,328.5,252.1,6083.8,96317,0.09558624854967655,0
2024-01,Brooklyn,8,5651.8,370.5,294.9,5690.3,347.3,254.1,5886.0,96317,0.10533147597036661,0
2024-02,Brooklyn,8,4993.6,275.9,232.2,5651.8,370.5,294.9,4982.1,96317,0.09235327262482504,0
2024-03,Brooklyn,8,5398.6,292.9,238.3,4993.6,275.9,232.2,5813.3,96317,0.08958143613612601,0
2024-04,Brooklyn,8,5545.9,317.6,270.4,5398.6,292.9,238.3,5491.4,96317,0.09586070852149531,0
2024-05,Brooklyn,8,5779.6,319.7,248.6,5545.9,317.6,270.4,5886.5,96317,0.08952566990658327,0
2024-06,Brooklyn,8,5672.6,310.8,243.2,5779.6,319.7,248.6,5694.2,96317,0.08897311534384736,0
2024-07,Brooklyn,8,6001.9,316.2,273.7,5672.6,310.8,243.2,5832.6,96317,0.08948997238993903,0
2024-08,Brooklyn,8,5971.0,291.4,248.9,6001.9,316.2,273.7,5918.5,96317,0.08297882143350789,0
2024-09,Brooklyn,8,5696.3,309.6,253.6,5971.0,291.4,248.9,5901.3,96317,0.08997523763878905,0
2024-10,Brooklyn,8,6139.1,336.4,266.8,5696.3,309.6,253.6,5979.4,96317,0.08946501935541284,0
2024-11,Brooklyn,8,5727.3,288.7,248.4,6139.1,336.4,266.8,5827.2,96317,0.0857384585914054,0
2024-12,Brooklyn,8,5995.7,388.7,298.1,5727.3,288.7,248.4,5690.3,96317,0.10277590722035165,0
2025-01,Brooklyn,8,5723.6,322.3,280.5,5995.7,388.7,298.1,5651.8,96317,0.09528325746079917,0
2025-02,Brooklyn,8,5055.7,278.4,236.0,5723.6,322.3,280.5,4993.6,96317,0.09235022710543797,0
2025-03,Brooklyn,8,5860.1,305.3,247.4,5055.7,278.4,236.0,5398.6,96317,0.086187000998004,0
2025-04,Brooklyn,8,6029.5,311.7,281.1,5860.1,305.3,247.4,5545.9,96317,0.08951572716427826,0
2025-05,Brooklyn,8,5990.7,308.3,268.2,6029.5,311.7,281.1,5779.6,96317,0.08778474844682665,0
2025-06,Brooklyn,8,5840.7,321.3,264.2,5990.7,308.3,268.2,5672.6,96317,0.09111138775637236,0
2025-07,Brooklyn,8,6233.0,333.9,300.9,5840.7,321.3,264.2,6001.9,96317,0.09243134628265237,0
2025-08,Brooklyn,8,5977.4,288.5,253.5,6233.0,333.9,300.9,5971.0,96317,0.08313648495260301,0
2025-09,Brooklyn,8,6127.5,336.2,285.1,5977.4,288.5,253.5,5696.3,96317,0.0920608108108108,0
2025-10,Brooklyn,8,6490.8,325.4,276.8,6127.5,336.2,285.1,6139.1,96317,0.08490060623149585,0
2022-01,Brooklyn,9,2830.6,274.0,244.2,2830.6,274.0,244.2,4277.275,98429,0.15474199713330147,0
2022-02,Brooklyn,9,2918.3,298.0,259.0,2830.6,274.0,244.2,3925.290277777778,98429,0.16027393318562425,0
2022-03,Brooklyn,9,3158.7,325.8,269.2,2918.3,298.0,259.0,4479.218055555556,98429,0.1585102698670645,0
2022-04,Brooklyn,9,3076.4,314.9,268.0,3158.7,325.8,269.2,4554.901388888889,98429,0.15929276091055666,0
2022-05,Brooklyn,9,3036.2,293.2,247.0,3076.4,314.9,268.0,4675.734722222222,98429,0.15104574432390117,0
2022-06,Brooklyn,9,3345.1,365.5,264.4,3036.2,293.2,247.0,4617.523611111112,98429,0.15846540880503143,0
2022-07,Brooklyn,9,2935.8,290.6,263.5,3345.1,365.5,264.4,4394.936111111111,98429,0.15877245766354336,0
2022-08,Brooklyn,9,2984.7,269.2,240.1,2935.8,290.6,263.5,4369.022222222222,98429,0.14576416714367485,0
2022-09,Brooklyn,9,3080.8,318.0,260.8,2984.7,269.2,240.1,4536.543055555555,98429,0.15815936167887198,0
2022-10,Brooklyn,9,3196.8,272.1,233.4,3080.8,318.0,260.8,4600.104166666667,98429,0.13653674742727492,0
2022-11,Brooklyn,9,3084.5,267.0,229.3,3196.8,272.1,233.4,4498.003703703704,98429,0.1386003127792672,0
2022-12,Brooklyn,9,3122.6,356.3,278.2,3084.5,267.0,229.3,4529.637037037037,98429,0.16888025338692078,0
2023-01,Brooklyn,9,2939.4,284.7,232.6,3122.6,356.3,278.2,2830.6,98429,0.1496514016258281,0
2023-02,Brooklyn,9,2596.4,235.0,203.9,2939.4,284.7,232.6,2918.3,98429,0.14459855697954072,0
2023-03,Brooklyn,9,2993.5,291.5,250.5,2596.4,235.0,203.9,3158.7,98429,0.15330222033658605,0
2023-04,Brooklyn,9,2777.4,254.0,220.1,2993.5,291.5,250.5,3076.4,98429,0.14580962632631095,0
2023-05,Brooklyn,9,3142.2,266.3,222.5,2777.4,254.0,220.1,3036.2,98429,0.13461856237950978,0
2023-06,Brooklyn,9,3017.1,284.3,239.4,3142.2,266.3,222.5,3345.1,98429,0.14790442837776774,0
2023-07,Brooklyn,9,2963.6,258.8,221.0,3017.1,284.3,239.4,2935.8,98429,0.13933902538189,0
2023-08,Brooklyn,9,3005.4,282.6,235.3,2963.6,258.8,221.0,2984.7,98429,0.1469928759969347,0
2023-09,Brooklyn,9,3169.9,304.2,251.6,3005.4,282.6,235.3,3080.8,98429,0.14918001986203935,0
2023-10,Brooklyn,9,3274.9,257.3,229.7,3169.9,304.2,251.6,3196.8,98429,0.12945586007070894,0
2023-11,Brooklyn,9,2992.6,267.4,235.6,3274.9,257.3,229.7,3084.5,98429,0.14389518251516192,0
2023-12,Brooklyn,9,3011.1,323.4,267.9,2992.6,267.4,235.6,3122.6,98429,0.16414057295136575,0
2024-01,Brooklyn,9,2953.4,263.8,237.6,3011.1,323.4,267.9,2939.4,98429,0.14513141136968855,0
2024-02,Brooklyn,9,2649.0,238.5,215.5,2953.4,263.8,237.6,2596.4,98429,0.14631002255881406,0
2024-03,Brooklyn,9,2839.4,274.8,241.7,2649.0,238.5,215.5,2993.5,98429,0.15390804255192347,0
2024-04,Brooklyn,9,3019.7,247.5,234.0,2839.4,274.8,241.7,2777.4,98429,0.13752427739060893,0
2024-05,Brooklyn,9,3116.7,280.8,257.9,3019.7,247.5,234.0,3142.2,98429,0.14737101274826286,0
2024-06,Brooklyn,9,3011.2,256.4,226.6,3116.7,280.8,257.9,3017.1,98429,0.13822906530822507,0
2024-07,Brooklyn,9,3107.5,253.9,239.0,3011.2,256.4,226.6,2963.6,98429,0.13690145539384513,0
2024-08,Brooklyn,9,3021.5,258.2,251.7,3107.5,253.9,239.0,3005.4,98429,0.14439032678257913,0
2024-09,Brooklyn,9,2917.8,221.4,220.9,3021.5,258.2,251.7,3169.9,98429,0.13163298711347876,0
2024-10,Brooklyn,9,3079.5,260.7,259.3,2917.8,221.4,220.9,3274.9,98429,0.14446450895957771,0
2024-11,Brooklyn,9,3013.0,268.2,244.3,3079.5,260.7,259.3,2992.6,98429,0.14536945114168204,0
2024-12,Brooklyn,9,3109.0,306.7,244.8,3013.0,268.2,244.3,3011.1,98429,0.15066247780357875,0
2025-01,Brooklyn,9,2817.9,288.4,261.0,3109.0,306.7,244.8,2953.4,98429,0.1631574258307843,0
2025-02,Brooklyn,9,2571.2,232.0,214.3,2817.9,288.4,261.0,2649.0,98429,0.14790389395194697,0
2025-03,Brooklyn,9,2913.6,253.3,225.4,2571.2,232.0,214.3,2839.4,98429,0.14111369867051854,0
2025-04,Brooklyn,9,2901.6,249.0,246.5,2913.6,253.3,225.4,3019.7,98429,0.1458597038650614,0
2025-05,Brooklyn,9,3041.0,295.0,267.1,2901.6,249.0,246.5,3116.7,98429,0.15600455163609114,0
2025-06,Brooklyn,9,2963.5,239.1,229.2,3041.0,295.0,267.1,3011.2,98429,0.13645900110729062,0
2025-07,Brooklyn,9,3036.0,276.4,262.5,2963.5,239.1,229.2,3107.5,98429,0.15074547539791322,0
2025-08,Brooklyn,9,2876.3,272.2,256.0,3036.0,276.4,262.5,3021.5,98429,0.15514759876633868,0
2025-09,Brooklyn,9,3124.1,271.6,244.5,2876.3,272.2,256.0,2917.8,98429,0.1417779242898742,0
2025-10,Brooklyn,9,3038.3,296.6,274.7,3124.1,271.6,244.5,3079.5,98429,0.15827238475177302,0
2022-01,Brooklyn,10,3272.8,442.3,437.4,3272.8,442.3,437.4,4277.275,124491,0.21184828416616497,1
2022-02,Brooklyn,10,3556.9,431.8,434.3,3272.8,442.3,437.4,3925.290277777778,124491,0.19581731856206194,0
2022-03,Brooklyn,10,3704.1,433.4,456.1,3556.9,431.8,434.3,4479.218055555556,124491,0.19363897596656215,0
2022-04,Brooklyn,10,3669.5,431.4,437.7,3704.1,433.4,456.1,4554.901388888889,124491,0.19149076807826199,0
2022-05,Brooklyn,10,3887.5,425.7,436.8,3669.5,431.4,437.7,4675.734722222222,124491,0.18157894736842106,0
2022-06,Brooklyn,10,4085.4,454.1,460.3,3887.5,425.7,436.8,4617.523611111112,124491,0.18288731549261972,0
2022-07,Brooklyn,10,3645.5,409.9,425.5,4085.4,454.1,460.3,4394.936111111111,124491,0.18643576067307907,0
2022-08,Brooklyn,10,3820.5,418.1,440.9,3645.5,409.9,425.5,4369.022222222222,124491,0.18356662036542365,0
2022-09,Brooklyn,10,3915.8,473.3,455.1,3820.5,418.1,440.9,4536.543055555555,124491,0.1916518723421824,0
2022-10,Brooklyn,10,3822.8,477.0,430.9,3915.8,473.3,455.1,4600.104166666667,124491,0.1919166296742554,0
2022-11,Brooklyn,10,3927.0,442.9,418.6,3822.8,477.0,430.9,4498.003703703704,124491,0.17991020152448575,0
2022-12,Brooklyn,10,3818.4,554.1,501.4,3927.0,442.9,418.6,4529.637037037037,124491,0.21656168571369952,1
2023-01,Brooklyn,10,3758.3,503.3,493.0,3818.4,554.1,501.4,3272.8,124491,0.209544441172759,1
2023-02,Brooklyn,10,3135.5,388.4,383.6,3758.3,503.3,493.0,3556.9,124491,0.19756877799104286,0
