month,borough,communitydistrict,high_refuse_flag,refuse_lag1,refuse_lag12,paper_lag1,mgp_lag1,refuse_per_capita_2010
2022-01,Bronx,1,0,2992.7,3518.18125,214.5,135.6,0.03270817622435708
2022-02,Bronx,1,1,2992.7,3166.3916666666664,214.5,135.6,0.03416286872793644
2022-03,Bronx,1,1,3125.8,3606.6229166666667,209.0,132.6,0.03797282971026372
2022-04,Bronx,1,0,3474.4,3522.277083333333,221.9,141.2,0.03479349049695618
2022-05,Bronx,1,0,3183.5,3792.5479166666664,229.4,133.4,0.035520290282741514
2022-06,Bronx,1,0,3250.0,3732.6062500000003,237.1,141.1,0.03792364776987224
2022-07,Bronx,1,0,3469.9,3750.3312499999997,282.4,143.2,0.032419642174060355
2022-08,Bronx,1,0,2966.3,3706.53125,227.1,140.9,0.0334808791545078
2022-09,Bronx,1,0,3063.4,3635.3375,223.6,154.7,0.03546892247833262
2022-10,Bronx,1,0,3245.3,3697.9395833333333,268.3,144.1,0.035261265396679675
2022-11,Bronx,1,1,3226.3,3676.0611111111116,239.7,139.0,0.0360000874345607
2022-12,Bronx,1,0,3293.9,3717.6611111111106,230.4,144.9,0.035497338710558816
2023-01,Bronx,1,0,3247.9,2992.7,231.5,128.9,0.035156343923844494
2023-02,Bronx,1,0,3216.7,3125.8,245.0,156.8,0.029816278129337574
2023-03,Bronx,1,0,2728.1,3474.4,179.4,126.7,0.0342874629769282
2023-04,Bronx,1,0,3137.2,3183.5,234.4,135.3,0.030650185251975475
2023-05,Bronx,1,0,2804.4,3250.0,205.6,130.2,0.036009923822639
2023-06,Bronx,1,0,3294.8,3469.9,253.3,151.6,0.03614544739171776
2023-07,Bronx,1,0,3307.2,2966.3,283.5,150.2,0.033474321562455604
2023-08,Bronx,1,0,3062.8,3063.4,241.0,145.0,0.03380766582510902
2023-09,Bronx,1,0,3093.3,3245.3,224.5,151.7,0.03585254161338623
2023-10,Bronx,1,0,3280.4,3226.3,260.3,140.4,0.03662852333956305
2023-11,Bronx,1,0,3351.4,3293.9,241.2,146.0,0.03585254161338623
2023-12,Bronx,1,0,3280.4,3247.9,206.2,123.1,0.035882050777621126
2024-01,Bronx,1,1,3283.1,3216.7,241.1,132.9,0.03647332699432768
2024-02,Bronx,1,0,3337.2,2728.1,235.9,148.7,0.03134419707749981
2024-03,Bronx,1,0,2867.9,3137.2,191.3,113.0,0.03542520519798464
2024-04,Bronx,1,0,3241.3,2804.4,212.3,126.5,0.03485360175743467
2024-05,Bronx,1,1,3189.0,3294.8,219.7,146.1,0.037852607189306754
2024-06,Bronx,1,0,3463.4,3307.2,209.0,126.4,0.03632031651310972
2024-07,Bronx,1,1,3323.2,3062.8,222.7,127.3,0.03627113457271823
2024-08,Bronx,1,1,3318.7,3093.3,249.6,160.3,0.035704995792211765
2024-09,Bronx,1,0,3266.9,3280.4,245.4,135.1,0.0359946227745172
2024-10,Bronx,1,1,3293.4,3351.4,252.8,131.5,0.03714110845164322
2024-11,Bronx,1,0,3398.3,3280.4,228.9,134.0,0.03552138321475021
2024-12,Bronx,1,1,3250.1,3283.1,225.9,127.1,0.03780014645288916
2025-01,Bronx,1,0,3458.6,3337.2,287.3,161.2,0.03499131119053084
2025-02,Bronx,1,0,3201.6,2867.9,234.7,128.1,0.0313944719499
2025-03,Bronx,1,0,2872.5,3241.3,207.8,118.2,0.036600107107336854
2025-04,Bronx,1,1,3348.8,3189.0,245.7,133.4,0.035331213045236454
2025-05,Bronx,1,0,3232.7,3463.4,236.7,147.0,0.03752363465468814
2025-06,Bronx,1,1,3433.3,3323.2,252.9,137.4,0.03830617397291715
2025-07,Bronx,1,0,3504.9,3318.7,248.8,139.4,0.03568095128802037
2025-08,Bronx,1,0,3264.7,3266.9,228.7,145.9,0.034155218203875536
2025-09,Bronx,1,1,3125.1,3293.4,213.4,138.8,0.03685585319737259
2025-10,Bronx,1,0,3372.2,3398.3,264.8,141.4,0.036635080931615244
2022-01,Bronx,2,0,7412.7,3518.18125,217.1,207.1,0.1418807181411017
2022-02,Bronx,2,1,7412.7,3166.3916666666664,217.1,207.1,0.13850629713279486
2022-03,Bronx,2,1,7236.4,3606.6229166666667,262.7,215.9,0.15744937411476478
2022-04,Bronx,2,1,8226.1,3522.277083333333,246.8,232.6,0.15042299888986715
2022-05,Bronx,2,0,7859.0,3792.5479166666664,273.9,219.8,0.154036672663936
2022-06,Bronx,2,1,8047.8,3732.6062500000003,242.6,227.7,0.16245262795237914
2022-07,Bronx,2,0,8487.5,3750.3312499999997,272.9,239.5,0.14924778930444438
2022-08,Bronx,2,0,7797.6,3706.53125,211.4,213.6,0.1570302032691498
2022-09,Bronx,2,0,8204.2,3635.3375,217.0,205.5,0.14770891551506335
2022-10,Bronx,2,0,7717.2,3697.9395833333333,242.6,222.7,0.15137426788653677
2022-11,Bronx,2,1,7908.7,3676.0611111111116,203.1,191.8,0.15531523944416797
2022-12,Bronx,2,1,8114.6,3717.6611111111106,203.3,171.4,0.15904184052367645
2023-01,Bronx,2,1,8309.3,7412.7,273.2,275.4,0.15143168855031963
2023-02,Bronx,2,0,7911.7,7236.4,214.7,219.2,0.1267963097653409
2023-03,Bronx,2,0,6624.6,8226.1,181.8,191.7,0.15121157600581864
2023-04,Bronx,2,0,7900.2,7859.0,247.0,227.0,0.1389369521111664
2023-05,Bronx,2,0,7258.9,8047.8,171.7,192.8,0.15836236266891243
2023-06,Bronx,2,0,8273.8,8487.5,200.1,197.7,0.150679477854764
2023-07,Bronx,2,0,7872.4,7797.6,212.1,225.9,0.15078283504957318
2023-08,Bronx,2,0,7877.8,8204.2,209.5,210.8,0.15680434865827048
2023-09,Bronx,2,1,8192.4,7717.2,242.6,229.4,0.15485778815603107
2023-10,Bronx,2,0,8090.7,7908.7,234.8,228.0,0.15420702063315853
2023-11,Bronx,2,0,8056.7,8114.6,244.4,203.0,0.15529227117865482
2023-12,Bronx,2,0,8113.4,8309.3,228.9,212.6,0.1582168969873292
2024-01,Bronx,2,0,8266.2,7911.7,261.1,227.3,0.15066416567775523
2024-02,Bronx,2,0,7871.6,6624.6,238.8,214.1,0.13478926616391684
2024-03,Bronx,2,0,7042.2,7900.2,220.5,204.4,0.15098954943919152
2024-04,Bronx,2,0,7888.6,7258.9,237.0,224.4,0.14573555870305863
2024-05,Bronx,2,0,7614.1,8273.8,224.5,203.7,0.1512307162270796
2024-06,Bronx,2,0,7901.2,7872.4,241.3,234.6,0.14438234505990888
2024-07,Bronx,2,1,7543.4,7877.8,222.7,197.7,0.1570646556674195
2024-08,Bronx,2,1,8206.0,8192.4,204.3,203.8,0.15947058147992194
2024-09,Bronx,2,0,8331.7,8090.7,256.4,227.1,0.14263484285878344
2024-10,Bronx,2,1,7452.1,8056.7,186.2,192.7,0.1562531102859549
2024-11,Bronx,2,0,8163.6,8113.4,216.1,235.9,0.15002105424338705
2024-12,Bronx,2,0,7838.0,8266.2,190.3,174.7,0.15673352983960495
2025-01,Bronx,2,0,8188.7,7871.6,239.5,196.3,0.1484171037017188
2025-02,Bronx,2,0,7754.2,7042.2,230.0,197.0,0.12816483558549938
2025-03,Bronx,2,0,6696.1,7888.6,187.0,163.0,0.15073307047429468
2025-04,Bronx,2,0,7875.2,7614.1,216.4,188.0,0.15002296826551315
2025-05,Bronx,2,1,7838.1,7901.2,215.9,203.3,0.1588791486429583
2025-06,Bronx,2,0,8300.8,7543.4,222.6,228.5,0.1481931631129656
2025-07,Bronx,2,0,7742.5,8206.0,212.3,191.1,0.1568483711671707
2025-08,Bronx,2,0,8194.7,8331.7,244.0,233.3,0.1485032346973931
2025-09,Bronx,2,0,7758.7,7452.1,224.5,205.2,0.1512804808023581
2025-10,Bronx,2,0,7903.8,8163.6,224.7,210.8,0.15201929334303105
2022-01,Bronx,3,0,1984.9,3518.18125,122.1,155.3,0.024885283719064216
2022-02,Bronx,3,1,1984.9,3166.3916666666664,122.1,155.3,0.025579850053910384
2022-03,Bronx,3,0,2040.3,3606.6229166666667,114.7,142.0,0.02740778816980517
2022-04,Bronx,3,0,2186.1,3522.277083333333,151.4,178.2,0.02563752162683985
2022-05,Bronx,3,0,2044.9,3792.5479166666664,121.3,143.7,0.025492088964669892
2022-06,Bronx,3,0,2033.3,3732.6062500000003,128.7,155.1,0.026676863669416517
2022-07,Bronx,3,0,2127.8,3750.3312499999997,134.0,171.8,0.025602417191143652
2022-08,Bronx,3,0,2042.1,3706.53125,119.1,150.4,0.027073042300845014
2022-09,Bronx,3,0,2159.4,3635.3375,145.4,194.8,0.027944384544018454
2022-10,Bronx,3,0,2228.9,3697.9395833333333,146.8,154.8,0.027635967001830446
2022-11,Bronx,3,1,2204.3,3676.0611111111116,130.0,155.4,0.028973696747824778
2022-12,Bronx,3,1,2311.0,3717.6611111111106,159.5,184.6,0.02878187608134199
2023-01,Bronx,3,1,2295.7,1984.9,142.8,138.1,0.02873047315764399
2023-02,Bronx,3,0,2291.6,2040.3,144.1,162.2,0.02403525488327775
2023-03,Bronx,3,0,1917.1,2186.1,117.0,134.0,0.027353877786414585
2023-04,Bronx,3,0,2181.8,2044.9,161.6,162.9,0.02453674682179484
2023-05,Bronx,3,0,1957.1,2033.3,129.0,146.2,0.02823023494897319
2023-06,Bronx,3,0,2251.7,2127.8,163.7,185.4,0.027101878087309746
2023-07,Bronx,3,0,2161.7,2042.1,155.9,151.5,0.026423610240465384
2023-08,Bronx,3,0,2107.6,2159.4,121.6,147.9,0.02715328101100775
2023-09,Bronx,3,0,2165.8,2228.9,152.6,184.1,0.02784533988616133
2023-10,Bronx,3,0,2221.0,2204.3,156.2,154.8,0.027617161054136058
2023-11,Bronx,3,0,2202.8,2311.0,156.4,159.4,0.02727489280609814
2023-12,Bronx,3,0,2175.5,2295.7,166.5,166.8,0.027292445023946243
2024-01,Bronx,3,0,2176.9,2291.6,162.3,144.2,0.02824151851758983
2024-02,Bronx,3,0,2252.6,1917.1,175.4,174.5,0.024545522930718888
2024-03,Bronx,3,0,1957.8,2181.8,122.7,134.7,0.026807251573430956
2024-04,Bronx,3,0,2138.2,1957.1,149.4,144.3,0.027564504400591758
2024-05,Bronx,3,0,2198.6,2251.7,150.7,165.1,0.02848975702715579
2024-06,Bronx,3,0,2272.4,2161.7,159.3,169.8,0.027699907223991377
2024-07,Bronx,3,0,2209.4,2107.6,144.4,140.3,0.029151726385998344
2024-08,Bronx,3,0,2325.2,2165.8,164.6,177.3,0.028496025676387253
2024-09,Bronx,3,0,2272.9,2221.0,137.7,140.9,0.02713698252300594
2024-10,Bronx,3,0,2164.5,2202.8,137.9,132.1,0.028221458840049146
2024-11,Bronx,3,0,2251.0,2175.5,155.4,160.8,0.026843609738973446
2024-12,Bronx,3,0,2141.1,2176.9,133.0,127.7,0.02873423434718287
2025-01,Bronx,3,0,2291.9,2252.6,163.2,148.7,0.02723728091070936
2025-02,Bronx,3,0,2172.5,1957.8,164.3,169.3,0.02384092675710238
2025-03,Bronx,3,1,1901.6,2138.2,123.3,133.2,0.028127429101577194
2025-04,Bronx,3,1,2243.5,2198.6,145.4,139.2,0.028022115794488604
2025-05,Bronx,3,1,2235.1,2272.4,171.3,175.3,0.02906521902660415
2025-06,Bronx,3,1,2318.3,2209.4,146.6,140.0,0.03018103858980467
2025-07,Bronx,3,1,2407.3,2325.2,139.4,137.8,0.031300619342544064
2025-08,Bronx,3,1,2496.6,2272.9,155.6,173.9,0.028754294024723553
2025-09,Bronx,3,1,2293.5,2164.5,121.1,133.9,0.029293397858629423
2025-10,Bronx,3,1,2336.5,2251.0,133.2,142.1,0.02944509917003084
2022-01,Bronx,4,0,3688.2,3518.18125,275.0,341.8,0.02518556961506682
2022-02,Bronx,4,1,3688.2,3166.3916666666664,275.0,341.8,0.025565927574927788
2022-03,Bronx,4,1,3743.9,3606.6229166666667,273.9,316.9,0.028045424437145337
2022-04,Bronx,4,0,4107.0,3522.277083333333,310.1,358.7,0.02627747693610396
2022-05,Bronx,4,0,3848.1,3792.5479166666664,302.5,344.6,0.026220798820002597
2022-06,Bronx,4,0,3839.8,3732.6062500000003,303.8,352.3,0.028249602228883983
2022-07,Bronx,4,0,4136.9,3750.3312499999997,311.4,347.9,0.026650323338409325
2022-08,Bronx,4,0,3902.7,3706.53125,271.6,334.7,0.027710818691486675
2022-09,Bronx,4,0,4058.0,3635.3375,276.8,362.0,0.026470045957074865
2022-10,Bronx,4,0,3876.3,3697.9395833333333,272.3,332.6,0.026631203010085973
2022-11,Bronx,4,1,3899.9,3676.0611111111116,266.2,335.3,0.027736767708496937
2022-12,Bronx,4,0,4061.8,3717.6611111111106,271.9,346.7,0.027395333274151366
2023-01,Bronx,4,0,4011.8,3688.2,293.0,326.3,0.026838795146168083
2023-02,Bronx,4,0,3930.3,3743.9,298.5,360.1,0.022430193729898046
2023-03,Bronx,4,0,3284.7,4107.0,214.3,286.4,0.026591596615701887
2023-04,Bronx,4,0,3894.1,3848.1,258.3,319.7,0.024402319022678073
2023-05,Bronx,4,0,3573.5,3839.8,229.5,303.2,0.027609754098920383
2023-06,Bronx,4,0,4043.2,4136.9,269.2,334.5,0.02667627235541959
2023-07,Bronx,4,0,3906.5,3902.7,287.2,322.4,0.027424013766636394
2023-08,Bronx,4,0,4016.0,4058.0,270.3,334.1,0.027432208193060685
2023-09,Bronx,4,0,4017.2,3876.3,251.6,326.6,0.026835380801824626
2023-10,Bronx,4,0,3929.8,3899.9,273.2,322.8,0.027485471964818597
2023-11,Bronx,4,0,4025.0,4061.8,272.1,344.8,0.027569464835667606
2023-12,Bronx,4,0,4037.3,4011.8,249.2,308.9,0.027544881556394726
2024-01,Bronx,4,1,4033.7,3930.3,297.1,325.8,0.027878804433184697
2024-02,Bronx,4,0,4082.6,3284.7,272.6,345.7,0.02454981869831536
2024-03,Bronx,4,0,3595.1,3894.1,217.5,268.5,0.026884547360370388
2024-04,Bronx,4,0,3937.0,3573.5,266.6,308.3,0.027436988275141527
2024-05,Bronx,4,0,4017.9,4043.2,253.5,321.3,0.028629960188744957
2024-06,Bronx,4,0,4192.6,3906.5,249.4,314.2,0.026978100395381073
2024-07,Bronx,4,0,3950.7,4016.0,256.1,307.9,0.029124357249677345
2024-08,Bronx,4,1,4265.0,4017.2,253.9,340.5,0.028765851093614493
2024-09,Bronx,4,0,4212.5,3929.8,240.2,317.3,0.026502823662772037
2024-10,Bronx,4,0,3881.1,4025.0,248.0,305.1,0.027970991730458004
2024-11,Bronx,4,0,4096.1,4037.3,238.0,304.1,0.027539418605445197
2024-12,Bronx,4,1,4032.9,4033.7,241.1,301.2,0.028730341912442555
2025-01,Bronx,4,0,4207.3,4082.6,311.7,330.9,0.027019755396371237
2025-02,Bronx,4,0,3956.8,3595.1,250.5,292.8,0.024082053523261926
2025-03,Bronx,4,0,3526.6,3937.0,212.9,257.7,0.02801674394466031
2025-04,Bronx,4,1,4102.8,4017.9,258.5,300.0,0.02772037885564835
2025-05,Bronx,4,1,4059.4,4192.6,256.6,309.5,0.02892359380228215
2025-06,Bronx,4,1,4235.6,3950.7,262.0,305.9,0.028602645433997313
2025-07,Bronx,4,1,4188.6,4265.0,254.4,299.1,0.029246590777173058
2025-08,Bronx,4,0,4282.9,4212.5,237.4,315.8,0.027193204089018784
2025-09,Bronx,4,1,3982.2,3881.1,219.7,300.6,0.02847085174233992
2025-10,Bronx,4,1,4169.3,4096.1,249.8,307.2,0.028751510847371976
2022-01,Bronx,5,0,3166.8,3518.18125,223.1,330.2,0.024702028081123248
2022-02,Bronx,5,1,3166.8,3166.3916666666664,223.1,330.2,0.025141185647425898
2022-03,Bronx,5,0,3223.1,3606.6229166666667,231.4,310.9,0.026017940717628706
2022-04,Bronx,5,0,3335.5,3522.277083333333,212.8,321.6,0.025129485179407177
2022-05,Bronx,5,0,3221.6,3792.5479166666664,201.9,315.5,0.025065522620904838
2022-06,Bronx,5,0,3213.4,3732.6062500000003,201.8,307.3,0.0262597503900156
2022-07,Bronx,5,0,3366.5,3750.3312499999997,204.4,315.1,0.025683307332293293
2022-08,Bronx,5,0,3292.6,3706.53125,212.4,328.5,0.026450858034321373
2022-09,Bronx,5,0,3391.0,3635.3375,199.8,338.4,0.02633151326053042
2022-10,Bronx,5,0,3375.7,3697.9395833333333,231.1,315.0,0.02587675507020281
2022-11,Bronx,5,0,3317.4,3676.0611111111116,225.6,341.4,0.026677847113884556
2022-12,Bronx,5,0,3420.1,3717.6611111111106,230.4,344.2,0.026582683307332294
2023-01,Bronx,5,0,3407.9,3166.8,273.3,335.9,0.025891575663026523
2023-02,Bronx,5,0,3319.3,3223.1,243.2,363.4,0.02193291731669267
2023-03,Bronx,5,0,2811.8,3335.5,181.8,281.0,0.02570670826833073
2023-04,Bronx,5,0,3295.6,3221.6,228.7,324.9,0.02427535101404056
2023-05,Bronx,5,0,3112.1,3213.4,201.3,312.2,0.026894695787831515
2023-06,Bronx,5,0,3447.9,3366.5,222.8,337.2,0.026212948517940718
2023-07,Bronx,5,0,3360.5,3292.6,241.1,330.5,0.026310452418096725
2023-08,Bronx,5,0,3373.0,3391.0,211.3,334.1,0.026760530421216847
2023-09,Bronx,5,0,3430.7,3375.7,204.1,332.2,0.02650702028081123
2023-10,Bronx,5,0,3398.2,3317.4,226.7,333.5,0.027009360374414974
2023-11,Bronx,5,0,3462.6,3420.1,222.6,332.2,0.026737129485179405
2023-12,Bronx,5,0,3427.7,3407.9,209.5,323.9,0.02672776911076443
2024-01,Bronx,5,1,3426.5,3319.3,260.7,330.9,0.02689625585023401
2024-02,Bronx,5,0,3448.1,2811.8,241.8,341.1,0.024353354134165367
2024-03,Bronx,5,0,3122.1,3295.6,185.6,272.5,0.02635179407176287
2024-04,Bronx,5,0,3378.3,3112.1,237.3,312.4,0.026897035881435254
2024-05,Bronx,5,0,3448.2,3447.9,219.7,310.0,0.02807644305772231
2024-06,Bronx,5,0,3599.4,3360.5,223.4,310.6,0.026414976599063965
2024-07,Bronx,5,0,3386.4,3373.0,246.6,306.0,0.028193447737909518
2024-08,Bronx,5,1,3614.4,3430.7,216.3,335.8,0.027919656786271452
2024-09,Bronx,5,0,3579.3,3398.2,205.1,320.8,0.025997659906396256
2024-10,Bronx,5,0,3332.9,3462.6,207.6,300.0,0.027422776911076443
2024-11,Bronx,5,1,3515.6,3427.7,208.7,310.3,0.026748049921996878
2024-12,Bronx,5,1,3429.1,3426.5,217.9,313.3,0.02818876755070203
2025-01,Bronx,5,0,3613.8,3448.1,263.4,334.5,0.0259399375975039
2025-02,Bronx,5,0,3325.5,3122.1,214.8,316.1,0.02326209048361934
2025-03,Bronx,5,1,2982.2,3378.3,182.7,259.6,0.027206708268330732
2025-04,Bronx,5,1,3487.9,3448.2,233.2,312.8,0.027268330733229332
2025-05,Bronx,5,1,3495.8,3599.4,225.5,321.2,0.028390015600624024
2025-06,Bronx,5,1,3639.6,3386.4,234.9,313.8,0.02751248049921997
2025-07,Bronx,5,1,3527.1,3614.4,238.8,303.0,0.028814352574102964
2025-08,Bronx,5,0,3694.0,3579.3,236.3,329.9,0.026946177847113884
2025-09,Bronx,5,1,3454.5,3332.9,208.8,306.9,0.027628705148205927
2025-10,Bronx,5,1,3542.0,3515.6,232.4,312.8,0.02791185647425897
2022-01,Bronx,6,0,3039.1,3518.18125,208.7,207.5,0.03649781428640054
2022-02,Bronx,6,1,3039.1,3166.3916666666664,208.7,207.5,0.03677643272325504
2022-03,Bronx,6,1,3062.3,3606.6229166666667,192.2,190.4,0.041940481337368496
2022-04,Bronx,6,1,3492.3,3522.277083333333,251.1,246.9,0.03864629869817937
2022-05,Bronx,6,0,3218.0,3792.5479166666664,217.3,197.5,0.040607436230004325
2022-06,Bronx,6,1,3381.3,3732.6062500000003,238.5,227.3,0.04234760051880674
2022-07,Bronx,6,0,3526.2,3750.3312499999997,296.0,252.8,0.03697458807705241
2022-08,Bronx,6,0,3078.8,3706.53125,181.9,179.2,0.03769635394149013
2022-09,Bronx,6,0,3138.9,3635.3375,197.1,221.7,0.03788370082144401
2022-10,Bronx,6,0,3154.5,3697.9395833333333,209.5,190.9,0.03732526300619686
2022-11,Bronx,6,1,3108.0,3676.0611111111116,182.8,176.1,0.038571840322813085
2022-12,Bronx,6,0,3211.8,3717.6611111111106,206.7,222.2,0.03763990968919633
2023-01,Bronx,6,0,3134.2,3039.1,195.4,173.0,0.037223182975452754
2023-02,Bronx,6,0,3099.5,3062.3,203.4,198.9,0.03100590863236778
2023-03,Bronx,6,0,2581.8,3492.3,160.3,168.0,0.036741605418648224
2023-04,Bronx,6,0,3059.4,3218.0,203.7,191.0,0.03359033482250084
2023-05,Bronx,6,0,2797.0,3381.3,163.2,171.2,0.0397835903348225
2023-06,Bronx,6,0,3312.7,3526.2,213.1,232.6,0.03820555315367248
2023-07,Bronx,6,0,3181.3,3078.8,200.7,182.1,0.03793173848297065
2023-08,Bronx,6,0,3158.5,3138.9,189.4,186.7,0.037509007061536245
2023-09,Bronx,6,0,3123.3,3154.5,204.1,218.0,0.03856223279050776
2023-10,Bronx,6,0,3211.0,3108.0,207.3,178.3,0.03933323725801028
2023-11,Bronx,6,0,3275.2,3211.8,195.7,205.8,0.03767833981841764
2023-12,Bronx,6,0,3137.4,3134.2,199.1,196.0,0.03815271172599318
2024-01,Bronx,6,1,3176.9,3099.5,207.1,176.9,0.03904741317192679
2024-02,Bronx,6,0,3251.4,2581.8,213.2,211.3,0.03390257962242398
2024-03,Bronx,6,0,2823.0,3059.4,159.2,167.0,0.037334870538502186
2024-04,Bronx,6,0,3108.8,2797.0,195.3,175.0,0.03787889705529135
2024-05,Bronx,6,0,3154.1,3312.7,188.9,192.9,0.040949704568381616
2024-06,Bronx,6,0,3409.8,3181.3,206.7,203.2,0.0388180333381371
2024-07,Bronx,6,0,3232.3,3158.5,189.4,169.3,0.04005380218090983
2024-08,Bronx,6,1,3335.2,3123.3,221.2,216.3,0.03906542729499928
2024-09,Bronx,6,0,3252.9,3211.0,185.7,167.3,0.03791132247682183
2024-10,Bronx,6,0,3156.8,3275.2,195.1,165.8,0.03938007397799875
2024-11,Bronx,6,0,3279.1,3137.4,196.9,200.9,0.03773838689532594
2024-12,Bronx,6,1,3142.4,3176.9,180.5,164.9,0.0402699716577797
2025-01,Bronx,6,0,3353.2,3251.4,211.6,181.4,0.036902531584762456
2025-02,Bronx,6,0,3072.8,2823.0,201.3,191.8,0.03365038189940914
2025-03,Bronx,6,0,2802.0,3108.8,167.0,153.8,0.039303213719556127
2025-04,Bronx,6,0,3272.7,3154.1,190.2,169.0,0.038490176298217806
2025-05,Bronx,6,1,3205.0,3409.8,206.9,216.7,0.041181486285247634
2025-06,Bronx,6,0,3429.1,3232.3,197.8,180.9,0.04125234183599942
2025-07,Bronx,6,1,3435.0,3335.2,190.8,166.3,0.04073113320843541
2025-08,Bronx,6,0,3391.6,3252.9,204.5,212.7,0.03744775904308978
2025-09,Bronx,6,1,3118.2,3156.8,167.5,158.8,0.03977158091944084
2025-10,Bronx,6,1,3311.7,3279.1,209.7,180.0,0.03941249939952923
2022-01,Bronx,7,0,3506.5,3518.18125,308.0,479.4,0.02517482015421507
2022-02,Bronx,7,1,3506.5,3166.3916666666664,308.0,479.4,0.024985282081472653
2022-03,Bronx,7,0,3480.1,3606.6229166666667,282.0,441.9,0.02744066166018121
2022-04,Bronx,7,0,3822.1,3522.277083333333,305.0,515.5,0.026127536148643795
2022-05,Bronx,7,0,3639.2,3792.5479166666664,298.7,439.7,0.026342920322214722
2022-06,Bronx,7,1,3669.2,3732.6062500000003,314.8,405.9,0.028127019226627227
2022-07,Bronx,7,0,3917.7,3750.3312499999997,360.2,472.5,0.02557543471705699
2022-08,Bronx,7,0,3562.3,3706.53125,270.4,426.0,0.026839021868673093
2022-09,Bronx,7,0,3738.3,3635.3375,267.3,461.9,0.0265001507689215
2022-10,Bronx,7,0,3691.1,3697.9395833333333,279.9,431.4,0.0261354335683414
2022-11,Bronx,7,0,3640.3,3676.0611111111116,269.9,409.8,0.02633933058598854
2022-12,Bronx,7,0,3668.7,3717.6611111111106,264.9,420.5,0.02618138219203653
2023-01,Bronx,7,0,3646.7,3506.5,334.5,461.9,0.025686716540068637
2023-02,Bronx,7,0,3577.8,3480.1,302.8,460.0,0.021862211564694225
2023-03,Bronx,7,0,3045.1,3822.1,235.0,380.1,0.025588357767471245
2023-04,Bronx,7,0,3564.1,3639.2,295.1,444.6,0.023823643438680125
2023-05,Bronx,7,0,3318.3,3669.2,248.9,405.1,0.02691727811840386
2023-06,Bronx,7,0,3749.2,3917.7,291.0,448.0,0.025817382938701665
2023-07,Bronx,7,0,3596.0,3562.3,302.4,442.3,0.02644199704205735
2023-08,Bronx,7,0,3683.0,3738.3,279.2,441.1,0.02625748460003159
2023-09,Bronx,7,0,3657.3,3691.1,288.3,458.9,0.026210100081845985
2023-10,Bronx,7,0,3650.7,3640.3,276.3,433.7,0.02705943167296067
2023-11,Bronx,7,0,3769.0,3668.7,271.6,427.0,0.026992662579153684
2023-12,Bronx,7,0,3759.7,3646.7,287.6,457.0,0.02730425168358629
2024-01,Bronx,7,1,3803.1,3577.8,325.6,429.3,0.02742630271527648
2024-02,Bronx,7,0,3820.1,3045.1,298.1,471.1,0.024260873311029104
2024-03,Bronx,7,0,3379.2,3564.1,246.7,387.3,0.026320663957612393
2024-04,Bronx,7,0,3666.1,3318.3,272.9,404.0,0.02694384216647761
2024-05,Bronx,7,0,3752.9,3749.2,269.4,422.4,0.028044455293425037
2024-06,Bronx,7,0,3906.2,3596.0,286.8,435.5,0.026274715333917262
2024-07,Bronx,7,0,3659.7,3683.0,264.5,399.3,0.028509685108338238
2024-08,Bronx,7,1,3971.0,3657.3,302.5,445.4,0.028151429432965266
2024-09,Bronx,7,0,3921.1,3650.7,295.8,429.1,0.026258202547276826
2024-10,Bronx,7,0,3657.4,3769.0,262.5,391.7,0.02775153281736858
2024-11,Bronx,7,1,3865.4,3759.7,285.1,425.5,0.027064457303677323
2024-12,Bronx,7,1,3769.7,3803.1,266.9,393.8,0.028472351851585948
2025-01,Bronx,7,0,3965.8,3820.1,348.9,439.6,0.026951021638929974
2025-02,Bronx,7,0,3753.9,3379.2,307.2,446.3,0.024198411900693537
2025-03,Bronx,7,1,3370.5,3666.1,250.2,359.1,0.027594302370661804
2025-04,Bronx,7,1,3843.5,3752.9,290.6,406.7,0.02732076447022673
2025-05,Bronx,7,1,3805.4,3906.2,289.1,428.3,0.02827922404261735
2025-06,Bronx,7,0,3938.9,3659.7,313.6,441.1,0.027750096922878106
2025-07,Bronx,7,1,3865.2,3971.0,291.0,411.6,0.028801889637149462
2025-08,Bronx,7,0,4011.7,3921.1,307.3,461.9,0.02625748460003159
2025-09,Bronx,7,1,3657.3,3657.4,264.4,412.7,0.027363841304940913
2025-10,Bronx,7,1,3811.4,3865.4,268.7,408.5,0.027770199445744728
2022-01,Bronx,8,0,2179.8,3518.18125,301.6,348.1,0.02142709695176495
2022-02,Bronx,8,1,2179.8,3166.3916666666664,301.6,348.1,0.02110172906980173
2022-03,Bronx,8,0,2146.7,3606.6229166666667,281.0,345.0,0.022480856376129205
2022-04,Bronx,8,0,2287.0,3522.277083333333,309.0,364.5,0.021833069565815728
2022-05,Bronx,8,0,2221.1,3792.5479166666664,295.8,344.1,0.022682368206348114
2022-06,Bronx,8,0,2307.5,3732.6062500000003,298.1,350.8,0.023311478310446176
2022-07,Bronx,8,0,2371.5,3750.3312499999997,315.2,358.8,0.022445468932773688
2022-08,Bronx,8,0,2283.4,3706.53125,288.2,335.1,0.023253482222724636
2022-09,Bronx,8,0,2365.6,3635.3375,299.3,362.8,0.022725619526004857
2022-10,Bronx,8,0,2311.9,3697.9395833333333,297.5,341.7,0.02294384209336387
