"MONTH","BOROUGH","COMMUNITYDISTRICT","REFUSETONSCOLLECTED","PAPERTONSCOLLECTED","MGPTONSCOLLECTED","RESORGANICSTONS","SCHOOLORGANICTONS","LEAVESORGANICTONS","XMASTREETONS","OTHERORGANICSTONS","BOROUGH_ID"
"2023 / 06","Manhattan","01","1494.0","377.3","271.1",,,,,,"1"
"2023 / 06","Manhattan","02","2217.0","400.8","272.8",,"16.0",,,"3.6","1"
"2023 / 06","Manhattan","03","5914.9","472.6","347.8",,"26.9",,,"23.1","1"
"2023 / 06","Manhattan","04","3394.8","656.7","372.5",,,,,"2.1","1"
"2023 / 06","Manhattan","05","1680.6","256.0","167.4",,,,,,"1"
"2023 / 06","Manhattan","06","3278.5","742.9","399.6","10.5",,,,,"1"
"2023 / 06","Manhattan","07","4665.1","960.0","707.4","56.3","32.0",,,,"1"
"2023 / 06","Manhattan","08","5508.2","988.0","714.6",,,,,"2.6","1"
"2023 / 06","Manhattan","09","2225.2","271.7","272.0",,"43.5",,,,"1"
"2023 / 06","Manhattan","10","5903.9","262.5","275.4",,,,,,"1"
"2023 / 06","Manhattan","11","2572.3","220.2","167.3",,"28.6",,,"8.4","1"
"2023 / 06","Manhattan","12","4777.9","460.6","473.2",,"28.5",,,,"1"
"2023 / 06","Queens","01","4430.7","612.6","593.9","84.5",,,,"11.1","4"
"2023 / 06","Queens","02","4120.4","573.1","446.2","37.8","203.7",,,,"4"
"2023 / 06","Queens","03","5141.8","361.6","510.8","37.7",,,,,"4"
"2023 / 06","Queens","04","4301.3","324.9","482.2","27.8",,,,,"4"
"2023 / 06","Queens","05","4939.0","614.4","687.8","88.6","123.3",,,,"4"
"2023 / 06","Queens","06","2803.6","362.3","370.4","56.5",,,,,"4"
"2023 / 06","Queens","07","9231.1","976.4","755.0","111.9",,,,,"4"
"2023 / 06","Queens","08","3964.9","427.0","399.0","68.2",,,,,"4"
"2023 / 06","Queens","09","4149.0","462.8","518.4","133.5","98.4",,,,"4"
"2023 / 06","Queens","10","4009.4","346.0","539.8","66.3",,,,,"4"
"2023 / 06","Queens","11","3118.7","439.0","424.1","109.8","61.7",,,,"4"
"2023 / 06","Queens","12","7289.5","492.9","915.3","271.6",,,,,"4"
"2023 / 06","Queens","13","5948.1","467.9","862.8","167.8",,,,,"4"
"2023 / 06","Queens","14","3928.6","278.7","262.0","77.3",,,,,"4"
"2023 / 06","Staten Island","01","6111.5","660.6","681.0",,,,,"0.0","5"
"2023 / 06","Staten Island","02","5415.7","499.0","545.3",,"25.0",,,"3.6","5"
"2023 / 06","Staten Island","03","6190.4","703.5","701.0",,"25.3",,,,"5"
"2023 / 07","Bronx","01","3062.8","241.0","145.0",,,,,,"2"
"2023 / 07","Bronx","02","7877.8","209.5","210.8",,,,,,"2"
"2023 / 07","Bronx","03","2107.6","121.6","147.9",,,,,,"2"
"2023 / 07","Bronx","04","4016.0","270.3","334.1",,,,,"2.3","2"
"2023 / 07","Bronx","05","3373.0","211.3","334.1",,"4.4",,,,"2"
"2023 / 07","Bronx","06","3158.5","189.4","186.7",,,,,"3.1","2"
"2023 / 07","Bronx","07","3683.0","279.2","441.1",,,,,,"2"
"2023 / 07","Bronx","08","2373.0","289.9","342.6","36.2",,,,,"2"
"2023 / 07","Bronx","09","4008.7","258.7","384.7",,,,,,"2"
"2023 / 07","Bronx","10","2834.5","282.9","352.3",,,,,,"2"
"2023 / 07","Bronx","11","3299.6","275.1","339.8",,,,,,"2"
"2023 / 07","Bronx","12","4230.9","335.9","583.9",,,,,,"2"
"2023 / 07","Brooklyn","01","4662.3","554.7","412.8","25.2",,,,,"3"
"2023 / 07","Brooklyn","02","2616.5","479.6","372.1","55.4",,,,,"3"
"2023 / 07","Brooklyn","03","4136.8","359.4","319.9",,,,,"31.8","3"
"2023 / 07","Brooklyn","04","4559.4","335.2","363.3",,,,,,"3"
"2023 / 07","Brooklyn","05","5187.4","226.2","435.7",,,,,,"3"
"2023 / 07","Brooklyn","06","2043.7","437.3","339.0","93.0",,,,,"3"
"2023 / 07","Brooklyn","07","3594.4","381.4","379.4","53.6",,,,,"3"
"2023 / 07","Brooklyn","08","5832.6","295.1","254.8",,,,,"41.6","3"
"2023 / 07","Brooklyn","09","2963.6","258.8","221.0",,,,,,"3"
"2023 / 07","Brooklyn","10","3928.7","442.4","431.4",,"3.0",,,,"3"
"2023 / 07","Brooklyn","11","8318.0","541.7","534.3",,,,,"10.3","3"
"2023 / 07","Brooklyn","12","5216.2","494.3","289.5",,,,,,"3"
"2023 / 07","Brooklyn","13","2739.8","253.7","217.2",,,,,,"3"
"2023 / 07","Brooklyn","14","4761.5","419.9","403.4",,,,,,"3"
"2023 / 07","Brooklyn","15","4449.3","463.0","467.2",,,,,,"3"
"2023 / 07","Brooklyn","16","3112.9","120.5","159.6",,,,,,"3"
"2023 / 07","Brooklyn","17","4842.0","301.8","444.3",,,,,,"3"
"2023 / 07","Brooklyn","18","5906.2","508.4","642.2",,,,,,"3"
"2023 / 07","Manhattan","01","1372.4","306.5","209.1",,,,,,"1"
"2023 / 07","Manhattan","02","2017.5","347.3","238.5",,,,,"15.6","1"
"2023 / 07","Manhattan","03","6020.2","430.8","326.2",,,,,"24.7","1"
"2023 / 07","Manhattan","04","3263.3","585.5","320.9",,,,,"19.8","1"
"2023 / 07","Manhattan","05","1621.3","222.4","140.1",,,,,,"1"
"2023 / 07","Manhattan","06","3105.2","704.6","345.2","8.3",,,,,"1"
"2023 / 07","Manhattan","07","4347.8","879.4","646.4","54.6",,,,,"1"
"2023 / 07","Manhattan","08","4916.5","878.0","635.8",,,,,"17.1","1"
"2023 / 07","Manhattan","09","2188.6","236.0","249.2",,,,,,"1"
"2023 / 07","Manhattan","10","6001.1","278.8","252.8",,,,,,"1"
"2023 / 07","Manhattan","11","2378.2","197.7","168.9",,,,,"26.1","1"
"2023 / 07","Manhattan","12","4774.4","381.6","442.9",,,,,,"1"
"2023 / 07","Queens","01","4302.6","595.7","588.0","90.3",,,,"12.6","4"
"2023 / 07","Queens","02","3884.8","530.1","428.7","34.8",,,,,"4"
"2023 / 07","Queens","03","5203.5","362.7","495.9","33.3",,,,,"4"
"2023 / 07","Queens","04","4375.6","319.8","477.9","24.2",,,,,"4"
"2023 / 07","Queens","05","4973.8","574.2","670.9","92.8",,,,,"4"
"2023 / 07","Queens","06","2781.1","357.9","359.2","49.7",,,,,"4"
"2023 / 07","Queens","07","8929.8","952.6","759.5","101.5",,,,,"4"
"2023 / 07","Queens","08","3887.8","419.2","402.8","60.5",,,,,"4"
"2023 / 07","Queens","09","4209.5","425.8","530.7","142.5",,,,,"4"
"2023 / 07","Queens","10","4053.0","354.3","556.7","63.0",,,,,"4"
"2023 / 07","Queens","11","3000.6","410.1","418.2","102.6",,,,,"4"
"2023 / 07","Queens","12","7596.5","487.7","943.3","250.8",,,,,"4"
"2023 / 07","Queens","13","5825.7","432.7","864.2","158.9",,,,,"4"
"2023 / 07","Queens","14","3892.7","292.5","278.2","74.7",,,,,"4"
"2023 / 07","Staten Island","01","5985.4","651.8","681.5",,,,,"1.3","5"
"2023 / 07","Staten Island","02","5258.3","488.2","523.3",,,,,"13.4","5"
"2023 / 07","Staten Island","03","6032.9","680.3","663.2",,,,,,"5"
"2023 / 08","Bronx","01","3093.3","224.5","151.7",,,,,,"2"
"2023 / 08","Bronx","02","8192.4","242.6","229.4",,,,,,"2"
"2023 / 08","Bronx","03","2165.8","152.6","184.1",,,,,,"2"
"2023 / 08","Bronx","04","4017.2","251.6","326.6",,,,,"2.6","2"
"2023 / 08","Bronx","05","3430.7","204.1","332.2",,,,,,"2"
"2023 / 08","Bronx","06","3123.3","204.1","218.0",,,,,"3.1","2"
"2023 / 08","Bronx","07","3657.3","288.3","458.9",,,,,,"2"
"2023 / 08","Bronx","08","2447.6","299.6","355.0","45.4",,,,,"2"
"2023 / 08","Bronx","09","3996.2","239.0","383.7",,,,,,"2"
"2023 / 08","Bronx","10","2884.7","275.7","342.3",,,,,,"2"
"2023 / 08","Bronx","11","3291.7","262.2","330.6",,,,,,"2"
"2023 / 08","Bronx","12","4302.2","334.5","575.8",,,,,,"2"
"2023 / 08","Brooklyn","01","5046.8","602.3","445.3","25.5",,,,,"3"
"2023 / 08","Brooklyn","02","2748.2","488.1","387.3","54.9",,,,,"3"
"2023 / 08","Brooklyn","03","4302.0","432.3","357.7",,,,,"25.5","3"
"2023 / 08","Brooklyn","04","4588.3","338.2","367.1",,,,,,"3"
"2023 / 08","Brooklyn","05","5279.1","233.9","474.5",,,,,,"3"
"2023 / 08","Brooklyn","06","2071.9","450.3","338.5","100.8",,,,,"3"
"2023 / 08","Brooklyn","07","3513.0","368.7","359.5","54.9",,,,,"3"
"2023 / 08","Brooklyn","08","5918.5","306.1","285.7",,,,,"42.1","3"
"2023 / 08","Brooklyn","09","3005.4","282.6","235.3",,,,,,"3"
"2023 / 08","Brooklyn","10","3944.6","421.6","421.4",,,,,,"3"
"2023 / 08","Brooklyn","11","8522.5","510.6","523.2",,,,,"7.7","3"
"2023 / 08","Brooklyn","12","5350.4","516.2","298.1",,,,,,"3"
"2023 / 08","Brooklyn","13","2721.1","259.3","218.0",,,,,,"3"
"2023 / 08","Brooklyn","14","4824.5","401.7","375.7",,,,,,"3"
"2023 / 08","Brooklyn","15","4485.6","456.4","449.0",,,,,,"3"
"2023 / 08","Brooklyn","16","3190.1","130.5","162.2",,,,,,"3"
"2023 / 08","Brooklyn","17","4845.6","303.1","452.3",,,,,,"3"
"2023 / 08","Brooklyn","18","6010.3","527.5","640.6",,,,,,"3"
"2023 / 08","Manhattan","01","1443.1","314.3","209.9",,,,,,"1"
"2023 / 08","Manhattan","02","2121.0","388.0","260.8",,,,,"19.6","1"
"2023 / 08","Manhattan","03","6094.6","485.6","363.3",,,,,"21.6","1"
"2023 / 08","Manhattan","04","3488.2","636.4","340.0",,,,,"24.1","1"
"2023 / 08","Manhattan","05","1634.9","279.4","167.8",,,,,,"1"
"2023 / 08","Manhattan","06","3263.1","747.1","369.8","11.1",,,,,"1"
"2023 / 08","Manhattan","07","4437.4","880.4","639.5","54.9",,,,,"1"
"2023 / 08","Manhattan","08","5068.3","925.1","640.2",,,,,"24.4","1"
"2023 / 08","Manhattan","09","2268.5","252.2","244.2",,,,,,"1"
"2023 / 08","Manhattan","10","6150.0","289.7","296.2",,,,,,"1"
"2023 / 08","Manhattan","11","2454.0","224.2","186.7",,,,,"28.9","1"
"2023 / 08","Manhattan","12","4826.4","436.4","509.2",,,,,,"1"
"2023 / 08","Queens","01","4270.3","589.2","586.0","93.4",,,,"12.1","4"
"2023 / 08","Queens","02","3972.8","556.7","446.1","34.5",,,,,"4"
"2023 / 08","Queens","03","5296.7","349.4","517.6","35.6",,,,,"4"
"2023 / 08","Queens","04","4397.4","336.3","481.9","25.4",,,,,"4"
"2023 / 08","Queens","05","5026.9","572.9","687.4","101.1",,,,,"4"
"2023 / 08","Queens","06","2825.3","350.1","365.6","53.7",,,,,"4"
"2023 / 08","Queens","07","9116.2","942.0","765.8","122.2",,,,,"4"
"2023 / 08","Queens","08","3981.7","413.6","394.4","60.9",,,,,"4"
"2023 / 08","Queens","09","4280.1","410.8","525.9","135.2",,,,,"4"
"2023 / 08","Queens","10","4064.6","327.7","540.7","65.1",,,,,"4"
"2023 / 08","Queens","11","3081.2","410.1","431.1","106.6",,,,,"4"
"2023 / 08","Queens","12","7565.0","488.2","943.2","244.6",,,,,"4"
"2023 / 08","Queens","13","5811.4","430.8","866.4","153.0",,,,,"4"
"2023 / 08","Queens","14","3860.7","268.4","265.2","69.8",,,,,"4"
"2023 / 08","Staten Island","01","6094.8","630.5","655.0",,,,,"1.8","5"
"2023 / 08","Staten Island","02","5255.7","479.6","514.5",,,,,"6.8","5"
"2023 / 08","Staten Island","03","6105.2","683.9","661.7",,,,,,"5"
"2023 / 09","Bronx","01","3280.4","260.3","140.4",,,,,,"2"
"2023 / 09","Bronx","02","8090.7","234.8","228.0",,"81.6",,,"1.4","2"
"2023 / 09","Bronx","03","2221.0","156.2","154.8",,"81.9",,,,"2"
"2023 / 09","Bronx","04","3929.8","273.2","322.8",,"66.5",,,"1.1","2"
"2023 / 09","Bronx","05","3398.2","226.7","333.5",,"68.3",,,,"2"
"2023 / 09","Bronx","06","3211.0","207.3","178.3",,"46.7",,,"1.3","2"
"2023 / 09","Bronx","07","3650.7","276.3","433.7",,,,,,"2"
"2023 / 09","Bronx","08","2481.5","314.7","342.7","42.3","37.4",,,,"2"
"2023 / 09","Bronx","09","3852.6","259.3","363.6",,"36.9",,,,"2"
"2023 / 09","Bronx","10","2739.0","285.9","347.0",,,,,,"2"
"2023 / 09","Bronx","11","3134.4","271.2","321.5",,,,,,"2"
"2023 / 09","Bronx","12","4050.6","339.4","576.4",,"77.7",,,,"2"
"2023 / 09","Brooklyn","01","6057.9","769.6","420.7","23.4","17.3",,,"1.3","3"
"2023 / 09","Brooklyn","02","2783.0","587.7","393.6","59.2","46.1",,,,"3"
"2023 / 09","Brooklyn","03","4552.1","446.4","316.3",,"20.3",,,"25.5","3"
"2023 / 09","Brooklyn","04","4666.6","349.2","355.4",,,,,,"3"
"2023 / 09","Brooklyn","05","4978.0","242.2","421.3",,"26.7",,,,"3"
"2023 / 09","Brooklyn","06","2189.2","560.7","372.2","102.3","54.6",,,,"3"
"2023 / 09","Brooklyn","07","3367.9","378.1","362.1","57.2",,,,,"3"
"2023 / 09","Brooklyn","08","5901.3","311.1","258.3",,"32.6",,,"46.5","3"
"2023 / 09","Brooklyn","09","3169.9","304.2","251.6",,,,,,"3"
"2023 / 09","Brooklyn","10","3859.8","433.3","420.8",,,,,,"3"
"2023 / 09","Brooklyn","11","8395.6","581.4","518.1",,"79.8",,,"8.3","3"
"2023 / 09","Brooklyn","12","7358.9","867.5","360.1",,"58.6",,,,"3"
"2023 / 09","Brooklyn","13","2762.2","280.9","223.0",,,,,,"3"
"2023 / 09","Brooklyn","14","4988.2","497.7","422.9",,"67.4",,,,"3"
"2023 / 09","Brooklyn","15","4923.3","536.7","483.0",,,,,,"3"
"2023 / 09","Brooklyn","16","3221.5","148.5","161.5",,"12.9",,,,"3"
"2023 / 09","Brooklyn","17","4540.3","302.9","411.7",,,,,,"3"
"2023 / 09","Brooklyn","18","5827.0","524.5","609.3",,"0.3",,,,"3"
"2023 / 09","Manhattan","01","1527.4","392.1","249.8",,,,,,"1"
"2023 / 09","Manhattan","02","2199.0","428.6","253.5",,"32.0",,,"9.6","1"
"2023 / 09","Manhattan","03","5989.3","521.1","316.4",,"40.3",,,"24.8","1"
"2023 / 09","Manhattan","04","3489.9","701.9","349.1",,,,,"13.2","1"
"2023 / 09","Manhattan","05","1682.0","269.0","156.9",,,,,,"1"
"2023 / 09","Manhattan","06","3194.4","810.5","372.3","7.6",,,,,"1"
"2023 / 09","Manhattan","07","4632.0","1048.9","699.1","60.2","36.0",,,,"1"
"2023 / 09","Manhattan","08","5515.4","1107.2","710.2",,,,,"12.6","1"
"2023 / 09","Manhattan","09","2262.1","335.3","270.9",,"81.2",,,"4.0","1"
"2023 / 09","Manhattan","10","6210.5","293.6","264.2",,"43.0",,,,"1"
"2023 / 09","Manhattan","11","2483.0","202.9","161.1",,,,,"13.0","1"
"2023 / 09","Manhattan","12","4808.8","438.8","461.7",,"33.0",,,,"1"
"2023 / 09","Queens","01","4354.4","621.6","575.2","83.5",,,,"11.4","4"
"2023 / 09","Queens","02","3965.8","563.1","426.8","27.9","178.1",,,,"4"
"2023 / 09","Queens","03","4928.0","359.8","502.1","33.0",,,,,"4"
"2023 / 09","Queens","04","4216.6","316.4","474.6","23.8",,,,,"4"
"2023 / 09","Queens","05","4731.7","597.6","676.5","81.8","95.3",,,,"4"
"2023 / 09","Queens","06","2770.1","365.6","364.4","47.6",,,,,"4"
"2023 / 09","Queens","07","9089.1","991.6","755.4","101.9",,,,,"4"
"2023 / 09","Queens","08","3900.5","443.4","388.8","57.0",,,,,"4"
"2023 / 09","Queens","09","4024.5","439.0","493.6","113.4","92.6",,,,"4"
"2023 / 09","Queens","10","3719.2","314.0","509.5","45.7",,,,,"4"
"2023 / 09","Queens","11","2928.5","432.1","409.1","93.0","70.5",,,,"4"
"2023 / 09","Queens","12","6924.2","490.6","898.7","241.7",,,,,"4"
"2023 / 09","Queens","13","5313.8","428.4","781.3","120.7",,,,,"4"
"2023 / 09","Queens","14","3712.6","278.2","263.2","71.7",,,,,"4"
"2023 / 09","Staten Island","01","5728.7","667.6","617.6",,,,,"0.5","5"
"2023 / 09","Staten Island","02","5153.0","479.8","469.6",,"24.3",,,"5.3","5"
"2023 / 09","Staten Island","03","5939.7","682.9","629.4",,"24.8",,,,"5"
"2023 / 10","Bronx","01","3351.4","241.2","146.0",,,,,,"2"
"2023 / 10","Bronx","02","8056.7","244.4","203.0",,"109.5",,,,"2"
"2023 / 10","Bronx","03","2202.8","156.4","159.4",,"116.7",,,,"2"
"2023 / 10","Bronx","04","4025.0","272.1","344.8",,"92.2",,,,"2"
"2023 / 10","Bronx","05","3462.6","222.6","332.2",,"92.9",,,,"2"
"2023 / 10","Bronx","06","3275.2","195.7","205.8",,"62.9",,,,"2"
"2023 / 10","Bronx","07","3769.0","271.6","427.0",,,,,,"2"
"2023 / 10","Bronx","08","2549.7","310.5","359.1","43.6","55.4",,,,"2"
"2023 / 10","Bronx","09","3933.5","227.8","353.1",,"55.7",,,,"2"
"2023 / 10","Bronx","10","2784.4","271.2","329.5",,,,,,"2"
"2023 / 10","Bronx","11","3314.1","256.5","314.5",,,,,,"2"
"2023 / 10","Bronx","12","4132.0","320.4","553.6",,"98.0",,,,"2"
"2023 / 10","Brooklyn","01","6179.8","678.7","414.1","38.1","47.7",,,,"3"
"2023 / 10","Brooklyn","02","2912.9","533.3","389.7","71.3","61.5",,,,"3"
"2023 / 10","Brooklyn","03","4485.5","438.5","345.9","48.5","121.0",,,"22.5","3"
"2023 / 10","Brooklyn","04","4686.6","335.1","342.2","21.8",,,,,"3"
"2023 / 10","Brooklyn","05","4942.3","258.7","422.0","21.7","147.9",,,,"3"
"2023 / 10","Brooklyn","06","2394.7","528.3","370.1","96.2","74.8",,,,"3"
"2023 / 10","Brooklyn","07","3528.3","386.4","365.4","64.1",,,,,"3"
"2023 / 10","Brooklyn","08","5979.4","349.2","282.9","38.1","59.7",,,"33.7","3"
"2023 / 10","Brooklyn","09","3274.9","257.3","229.7","37.9",,,,,"3"
"2023 / 10","Brooklyn","10","3939.6","436.3","425.7","55.8",,,,,"3"
"2023 / 10","Brooklyn","11","8426.0","572.6","513.0","28.0","152.6",,,"6.9","3"
"2023 / 10","Brooklyn","12","7174.2","700.4","356.6","34.7","82.0",,,,"3"
"2023 / 10","Brooklyn","13","2856.3","274.6","219.5","10.0",,,,,"3"
"2023 / 10","Brooklyn","14","5023.0","477.4","419.3","60.5","113.5",,,,"3"
"2023 / 10","Brooklyn","15","4912.5","520.9","483.2","72.5",,,,,"3"
"2023 / 10","Brooklyn","16","3149.0","123.6","140.6","13.0","56.8",,,,"3"
"2023 / 10","Brooklyn","17","4588.2","297.7","403.4","52.2",,,,,"3"
"2023 / 10","Brooklyn","18","5643.3","512.5","578.7","162.7",,,,,"3"
"2023 / 10","Manhattan","01","1550.0","324.4","215.4",,,,,,"1"
"2023 / 10","Manhattan","02","2302.7","424.8","277.9",,"35.9",,,"8.0","1"
"2023 / 10","Manhattan","03","6199.5","433.0","307.5",,"52.8",,,"25.1","1"
"2023 / 10","Manhattan","04","3581.8","614.9","305.6",,,,,"10.0","1"
"2023 / 10","Manhattan","05","1733.4","275.0","168.0",,,,,,"1"
"2023 / 10","Manhattan","06","3334.9","717.7","337.0","9.5",,,,,"1"
"2023 / 10","Manhattan","07","4733.4","932.3","662.6","58.4","47.2",,,,"1"
"2023 / 10","Manhattan","08","5581.8","1008.3","683.9",,,,,"10.6","1"
"2023 / 10","Manhattan","09","2301.7","244.1","219.7",,"116.2",,,"5.5","1"
"2023 / 10","Manhattan","10","6196.4","269.1","253.0",,"81.3",,,,"1"
"2023 / 10","Manhattan","11","2466.3","188.1","157.7",,,,,"10.2","1"
"2023 / 10","Manhattan","12","4888.4","405.8","445.8",,"66.8",,,,"1"
"2023 / 10","Queens","01","4504.6","638.0","591.8","88.7",,,,"13.5","4"
"2023 / 10","Queens","02","4063.3","579.3","420.9","38.1","231.0",,,,"4"
"2023 / 10","Queens","03","5135.7","342.7","483.3","34.4",,,,,"4"
"2023 / 10","Queens","04","4288.0","311.3","455.0","25.0",,,,,"4"
"2023 / 10","Queens","05","4899.2","615.8","666.0","101.1","133.4",,,,"4"
"2023 / 10","Queens","06","2764.4","351.7","352.2","66.3",,,,,"4"
"2023 / 10","Queens","07","9424.6","978.6","751.3","124.8",,,,,"4"
"2023 / 10","Queens","08","3993.8","439.6","387.8","76.4",,,,,"4"
"2023 / 10","Queens","09","4112.0","442.0","493.5","147.5","146.3",,,,"4"
"2023 / 10","Queens","10","3858.6","338.6","495.2","61.7",,,,,"4"
"2023 / 10","Queens","11","3053.1","444.8","424.2","134.3","100.4",,,,"4"
"2023 / 10","Queens","12","7180.3","504.0","856.3","246.2",,,,,"4"
"2023 / 10","Queens","13","5553.6","453.8","765.5","121.0",,,,,"4"
"2023 / 10","Queens","14","3803.1","263.2","243.1","61.3",,,,,"4"
"2023 / 10","Staten Island","01","6032.5","638.5","602.4",,,,,,"5"
"2023 / 10","Staten Island","02","5395.7","460.0","468.9",,"33.6",,,"10.7","5"
"2023 / 10","Staten Island","03","5960.4","636.3","577.5",,"33.0",,,,"5"
"2023 / 11","Bronx","01","3280.4","206.2","123.1",,,,,,"2"
"2023 / 11","Bronx","02","8113.4","228.9","212.6",,"100.1",,,,"2"
"2023 / 11","Bronx","03","2175.5","166.5","166.8",,"109.3",,,,"2"
"2023 / 11","Bronx","04","4037.3","249.2","308.9",,"84.2",,,,"2"
"2023 / 11","Bronx","05","3427.7","209.5","323.9",,"76.7",,,,"2"
"2023 / 11","Bronx","06","3137.4","199.1","196.0",,"56.3",,,,"2"
"2023 / 11","Bronx","07","3759.7","287.6","457.0",,,"8.6",,,"2"
"2023 / 11","Bronx","08","2487.0","309.3","350.7","68.4","49.9","17.3",,,"2"
"2023 / 11","Bronx","09","3901.1","232.9","363.5",,"62.3","11.5",,,"2"
"2023 / 11","Bronx","10","2769.9","267.9","327.3",,,"17.3",,,"2"
"2023 / 11","Bronx","11","3332.0","259.3","315.8",,,"17.3",,,"2"
"2023 / 11","Bronx","12","4056.0","317.7","556.0",,"79.6","28.8",,,"2"
"2023 / 11","Brooklyn","01","5843.2","671.8","427.8","67.6","46.6",,,,"3"
"2023 / 11","Brooklyn","02","2774.2","532.0","399.9","120.2","57.7",,,"2.9","3"
"2023 / 11","Brooklyn","03","4355.2","455.6","325.7","111.0","80.6",,,"16.4","3"
"2023 / 11","Brooklyn","04","4427.6","325.2","343.3","39.1",,,,"1.2","3"
"2023 / 11","Brooklyn","05","4840.1","269.6","434.8","50.9","129.0",,,,"3"
"2023 / 11","Brooklyn","06","2259.8","512.3","389.0","139.3","76.7",,,,"3"
"2023 / 11","Brooklyn","07","3397.1","356.6","354.5","97.5",,,,,"3"
"2023 / 11","Brooklyn","08","5827.2","328.5","252.1","63.5","59.7",,,"41.7","3"
"2023 / 11","Brooklyn","09","2992.6","267.4","235.6","44.7",,,,,"3"
"2023 / 11","Brooklyn","10","3800.2","424.0","412.3","72.0",,,,,"3"
"2023 / 11","Brooklyn","11","8125.0","537.9","504.1","48.9","147.7",,,"6.4","3"
"2023 / 11","Brooklyn","12","6899.5","672.4","336.8","59.2","83.3",,,,"3"
"2023 / 11","Brooklyn","13","2639.1","247.2","200.6","25.1",,,,,"3"
"2023 / 11","Brooklyn","14","4812.7","434.1","385.3","121.6","99.3",,,,"3"
"2023 / 11","Brooklyn","15","4714.1","495.8","477.8","102.1",,,,,"3"
"2023 / 11","Brooklyn","16","2981.1","146.7","151.1","40.4","29.6",,,,"3"
"2023 / 11","Brooklyn","17","4464.7","307.3","407.1","109.6",,,,,"3"
"2023 / 11","Brooklyn","18","5433.9","539.5","597.6","230.1",,,,,"3"
"2023 / 11","Manhattan","01","1452.6","338.1","236.7",,,,,,"1"
"2023 / 11","Manhattan","02","2213.6","420.8","280.5",,"32.5",,,"10.5","1"
"2023 / 11","Manhattan","03","5925.8","470.5","338.9",,"48.9",,,"21.2","1"
"2023 / 11","Manhattan","04","3292.2","624.3","338.5",,,,,"11.8","1"
"2023 / 11","Manhattan","05","1695.0","259.5","159.4",,,,,,"1"
"2023 / 11","Manhattan","06","3159.7","731.6","366.1","8.5",,,,,"1"
"2023 / 11","Manhattan","07","4706.5","957.5","692.4","71.1","43.9",,,,"1"
"2023 / 11","Manhattan","08","5436.5","1051.5","725.1",,,,,"10.2","1"
"2023 / 11","Manhattan","09","2249.2","241.7","232.1",,"98.3",,,"5.2","1"
"2023 / 11","Manhattan","10","6162.2","275.4","251.5",,"67.8",,,,"1"
"2023 / 11","Manhattan","11","2448.1","220.2","181.0",,,,,"11.5","1"
"2023 / 11","Manhattan","12","4846.7","451.5","509.5",,"44.4",,,,"1"
"2023 / 11","Queens","01","4448.5","592.6","571.8","112.9",,,,"23.4","4"
"2023 / 11","Queens","02","3902.7","546.4","415.0","50.3","206.3",,,,"4"
"2023 / 11","Queens","03","5025.7","357.3","500.5","46.2",,,,,"4"
"2023 / 11","Queens","04","4208.3","327.1","464.9","33.8",,,,,"4"
"2023 / 11","Queens","05","4912.2","619.2","668.5","151.8","119.5",,,,"4"
"2023 / 11","Queens","06","2714.4","364.3","353.8","139.9",,,,,"4"
"2023 / 11","Queens","07","9224.2","954.9","731.6","190.7",,,,,"4"
"2023 / 11","Queens","08","3792.8","406.0","360.7","110.2",,,,,"4"
"2023 / 11","Queens","09","4032.7","425.4","483.8","197.5","124.4",,,,"4"
"2023 / 11","Queens","10","3784.2","322.5","478.3","98.3",,,,,"4"
"2023 / 11","Queens","11","3128.9","414.4","407.9","222.6","79.9",,,,"4"
"2023 / 11","Queens","12","6802.1","494.0","841.4","412.2",,,,,"4"
"2023 / 11","Queens","13","5367.2","431.8","755.3","170.6",,,,,"4"
"2023 / 11","Queens","14","3498.8","258.3","233.3","67.0",,,,,"4"
"2023 / 11","Staten Island","01","5610.2","615.4","594.7",,,"301.7",,,"5"
"2023 / 11","Staten Island","02","5090.0","477.1","471.8",,"29.4","174.3",,"12.3","5"
"2023 / 11","Staten Island","03","5750.3","661.6","612.2",,"33.0","361.9",,,"5"
"2023 / 12","Bronx","01","3283.1","241.1","132.9",,,,,,"2"
"2023 / 12","Bronx","02","8266.2","261.1","227.3",,"75.9",,,,"2"
"2023 / 12","Bronx","03","2176.9","162.3","144.2",,"95.8",,,,"2"
"2023 / 12","Bronx","04","4033.7","297.1","325.8",,"73.7",,,"0.8","2"
"2023 / 12","Bronx","05","3426.5","260.7","330.9",,"62.1",,,,"2"
"2023 / 12","Bronx","06","3176.9","207.1","176.9",,"41.0",,,"0.5","2"
